Date,AppName,Cost
2025-10-07,FrontendApp,3610
2025-10-08,FrontendApp,3198
2025-10-09,FrontendApp,2866
2025-10-10,FrontendApp,3303
2025-10-11,FrontendApp,3641
2025-10-12,FrontendApp,2881
2025-10-13,FrontendApp,2695
2025-10-14,FrontendApp,2712
2025-10-15,FrontendApp,2875
2025-10-16,FrontendApp,3205
2025-10-17,FrontendApp,3616
2025-10-18,FrontendApp,2674
2025-10-19,FrontendApp,3057
2025-10-20,FrontendApp,2812
2025-10-21,FrontendApp,3227
2025-10-22,FrontendApp,3002
2025-10-23,FrontendApp,3622
2025-10-24,FrontendApp,3011
2025-10-25,FrontendApp,3552
2025-10-26,FrontendApp,3590
2025-10-27,FrontendApp,3615
2025-10-28,FrontendApp,3572
2025-10-29,FrontendApp,3006
2025-10-30,FrontendApp,2919
2025-10-31,FrontendApp,3595
2025-11-01,FrontendApp,2759
2025-11-02,FrontendApp,2958
2025-11-03,FrontendApp,3578
2025-11-04,FrontendApp,3550
2025-11-05,FrontendApp,3253
2025-11-06,FrontendApp,3355
2025-11-07,FrontendApp,3611
2025-11-08,FrontendApp,3088
2025-11-09,FrontendApp,2688
2025-11-10,FrontendApp,3290
2025-09-12,PaymentGateway,5920
2025-09-13,PaymentGateway,6149
2025-09-14,PaymentGateway,6088
2025-09-15,PaymentGateway,5457
2025-09-16,PaymentGateway,5927
2025-09-17,PaymentGateway,6316
2025-09-18,PaymentGateway,5758
2025-09-19,PaymentGateway,5874
2025-09-20,PaymentGateway,6306
2025-09-21,PaymentGateway,6328
2025-09-22,PaymentGateway,5469
2025-09-23,PaymentGateway,5517
2025-09-24,PaymentGateway,5679
2025-09-25,PaymentGateway,5954
2025-09-26,PaymentGateway,5796
2025-09-27,PaymentGateway,5586
2025-09-28,PaymentGateway,5600
2025-09-29,PaymentGateway,5707
2025-09-30,PaymentGateway,5855
2025-10-01,PaymentGateway,5572
2025-10-02,PaymentGateway,6085
2025-10-03,PaymentGateway,6051
2025-10-04,PaymentGateway,6209
2025-10-05,PaymentGateway,5559
2025-10-06,PaymentGateway,5965
2025-10-07,PaymentGateway,6379
2025-10-08,PaymentGateway,5514
2025-10-09,PaymentGateway,5926
2025-10-10,PaymentGateway,6316
2025-10-11,PaymentGateway,5734
2025-10-12,PaymentGateway,5465
2025-10-13,PaymentGateway,6134
2025-10-14,PaymentGateway,5758
2025-10-15,PaymentGateway,5646
2025-10-16,PaymentGateway,6343
2025-10-17,PaymentGateway,6274
2025-10-18,PaymentGateway,6198
2025-10-19,PaymentGateway,6147
2025-10-20,PaymentGateway,5667
2025-10-21,PaymentGateway,5497
2025-10-22,PaymentGateway,6020
2025-10-23,PaymentGateway,6239
2025-10-24,PaymentGateway,6082
2025-10-25,PaymentGateway,6173
2025-10-26,PaymentGateway,5666
2025-10-27,PaymentGateway,5578
2025-10-28,PaymentGateway,5494
2025-10-29,PaymentGateway,5911
2025-10-30,PaymentGateway,6196
2025-10-31,PaymentGateway,5651
2025-11-01,PaymentGateway,5563
2025-11-02,PaymentGateway,5419
2025-11-03,PaymentGateway,6296
2025-11-04,PaymentGateway,6294
2025-11-05,PaymentGateway,5774
2025-11-06,PaymentGateway,5674
2025-11-07,PaymentGateway,5890
2025-11-08,PaymentGateway,6316
2025-11-09,PaymentGateway,5786
2025-11-10,PaymentGateway,6059
