Date,AppName,Cost
2025-09-22,DatabaseCluster,4802
2025-09-23,DatabaseCluster,5004
2025-09-24,DatabaseCluster,5165
2025-09-25,DatabaseCluster,5235
2025-09-26,DatabaseCluster,5557
2025-09-27,DatabaseCluster,5569
2025-09-28,DatabaseCluster,5787
2025-09-29,DatabaseCluster,6076
2025-09-30,DatabaseCluster,6092
2025-10-01,DatabaseCluster,6343
2025-10-02,DatabaseCluster,6557
2025-10-03,DatabaseCluster,6784
2025-10-04,DatabaseCluster,6955
2025-10-05,DatabaseCluster,7085
2025-10-06,DatabaseCluster,7433
2025-10-07,DatabaseCluster,7656
2025-10-08,DatabaseCluster,7795
2025-10-09,DatabaseCluster,8042
2025-10-10,DatabaseCluster,8268
2025-10-11,DatabaseCluster,8586
2025-10-12,DatabaseCluster,8722
2025-10-13,DatabaseCluster,9123
2025-10-14,DatabaseCluster,9284
2025-10-15,DatabaseCluster,9527
2025-10-16,DatabaseCluster,9927
2025-10-17,DatabaseCluster,10250
2025-10-18,DatabaseCluster,10484
2025-10-19,DatabaseCluster,10760
2025-10-20,DatabaseCluster,11127
2025-10-21,DatabaseCluster,11378
2025-10-22,DatabaseCluster,11775
2025-10-23,DatabaseCluster,12254
2025-10-24,DatabaseCluster,12569
2025-10-25,DatabaseCluster,12969
2025-10-26,DatabaseCluster,13219
2025-10-27,DatabaseCluster,13781
2025-10-28,DatabaseCluster,14074
2025-10-29,DatabaseCluster,14521
2025-10-30,DatabaseCluster,15019
2025-10-31,DatabaseCluster,15490
2025-11-01,DatabaseCluster,15952
2025-11-02,DatabaseCluster,16267
2025-11-03,DatabaseCluster,16922
2025-11-04,DatabaseCluster,17257
2025-11-05,DatabaseCluster,17805
2025-11-06,DatabaseCluster,18399
2025-11-07,DatabaseCluster,18958
2025-11-08,DatabaseCluster,19555
2025-11-09,DatabaseCluster,20191
2025-11-10,DatabaseCluster,20760
2025-09-12,FrontendApp,2437
2025-09-13,FrontendApp,2550
2025-09-14,FrontendApp,2553
2025-09-15,FrontendApp,2621
2025-09-16,FrontendApp,2672
2025-09-17,FrontendApp,2838
2025-09-18,FrontendApp,2999
2025-09-19,FrontendApp,3023
2025-09-20,FrontendApp,3175
2025-09-21,FrontendApp,3223
2025-09-22,FrontendApp,3342
2025-09-23,FrontendApp,3449
2025-09-24,FrontendApp,3561
2025-09-25,FrontendApp,3515
2025-09-26,FrontendApp,3639
2025-09-27,FrontendApp,3862
2025-09-28,FrontendApp,3868
2025-09-29,FrontendApp,3971
2025-09-30,FrontendApp,4259
2025-10-01,FrontendApp,4348
2025-10-02,FrontendApp,4531
2025-10-03,FrontendApp,4551
2025-10-04,FrontendApp,4761
2025-10-05,FrontendApp,4772
2025-10-06,FrontendApp,5097
2025-10-07,FrontendApp,5199
2025-10-08,FrontendApp,5283
2025-10-09,FrontendApp,5539
2025-10-10,FrontendApp,5672
2025-10-11,FrontendApp,5887
2025-10-12,FrontendApp,6067
2025-10-13,FrontendApp,6158
2025-10-14,FrontendApp,6414
2025-10-15,FrontendApp,6461
2025-10-16,FrontendApp,6685
2025-10-17,FrontendApp,7024
2025-10-18,FrontendApp,7176
2025-10-19,FrontendApp,7257
2025-10-20,FrontendApp,7642
2025-10-21,FrontendApp,7843
2025-10-22,FrontendApp,8125
2025-10-23,FrontendApp,8367
2025-10-24,FrontendApp,8427
2025-10-25,FrontendApp,8684
2025-10-26,FrontendApp,9124
2025-10-27,FrontendApp,9223
2025-10-28,FrontendApp,9546
2025-10-29,FrontendApp,9887
2025-10-30,FrontendApp,10249
2025-10-31,FrontendApp,10562
2025-11-01,FrontendApp,10736
2025-11-02,FrontendApp,11127
2025-11-03,FrontendApp,11543
2025-11-04,FrontendApp,11799
2025-11-05,FrontendApp,12108
2025-11-06,FrontendApp,12543
2025-11-07,FrontendApp,12944
2025-11-08,FrontendApp,13250
2025-11-09,FrontendApp,13604
2025-11-10,FrontendApp,13991
2025-09-12,PaymentGateway,3930
2025-09-13,PaymentGateway,4071
2025-09-14,PaymentGateway,4212
2025-09-15,PaymentGateway,4170
2025-09-16,PaymentGateway,4435
2025-09-17,PaymentGateway,4458
2025-09-18,PaymentGateway,4736
2025-09-19,PaymentGateway,4753
2025-09-20,PaymentGateway,4943
2025-09-21,PaymentGateway,5050
2025-09-22,PaymentGateway,5178
2025-09-23,PaymentGateway,5469
2025-09-24,PaymentGateway,5629
2025-09-25,PaymentGateway,5646
2025-09-26,PaymentGateway,5804
2025-09-27,PaymentGateway,6086
2025-09-28,PaymentGateway,6252
2025-09-29,PaymentGateway,6340
2025-09-30,PaymentGateway,6698
2025-10-01,PaymentGateway,6795
2025-10-02,PaymentGateway,7061
2025-10-03,PaymentGateway,7166
2025-10-04,PaymentGateway,7428
2025-10-05,PaymentGateway,7626
2025-10-06,PaymentGateway,7851
2025-10-07,PaymentGateway,8222
2025-10-08,PaymentGateway,8334
2025-10-09,PaymentGateway,8681
2025-10-10,PaymentGateway,8923
2025-10-11,PaymentGateway,9265
2025-10-12,PaymentGateway,9397
2025-10-13,PaymentGateway,9653
2025-10-14,PaymentGateway,10094
2025-10-15,PaymentGateway,10344
2025-10-16,PaymentGateway,10689
2025-10-17,PaymentGateway,11053
2025-10-18,PaymentGateway,11243
2025-10-19,PaymentGateway,11696
2025-10-20,PaymentGateway,11918
2025-10-21,PaymentGateway,12254
2025-10-22,PaymentGateway,12745
2025-10-23,PaymentGateway,13177
2025-10-24,PaymentGateway,13499
2025-10-25,PaymentGateway,13942
2025-10-26,PaymentGateway,14223
2025-10-27,PaymentGateway,14726
2025-10-28,PaymentGateway,15073
2025-10-29,PaymentGateway,15584
2025-10-30,PaymentGateway,16157
2025-10-31,PaymentGateway,16488
2025-11-01,PaymentGateway,17129
2025-11-02,PaymentGateway,17647
2025-11-03,PaymentGateway,18084
2025-11-04,PaymentGateway,18701
2025-11-05,PaymentGateway,19124
2025-11-06,PaymentGateway,19696
2025-11-07,PaymentGateway,20331
2025-11-08,PaymentGateway,21006
2025-11-09,PaymentGateway,21699
2025-11-10,PaymentGateway,22266
