Date,AppName,Cost
2025-09-29,FrontendApp,7674
2025-09-30,FrontendApp,7246
2025-10-01,FrontendApp,6801
2025-10-02,FrontendApp,6549
2025-10-03,FrontendApp,6443
2025-10-04,FrontendApp,6097
2025-10-05,FrontendApp,5968
2025-10-06,FrontendApp,6243
2025-10-07,FrontendApp,6557
2025-10-08,FrontendApp,7029
2025-10-09,FrontendApp,7274
2025-10-10,FrontendApp,7712
2025-10-11,FrontendApp,7775
2025-10-12,FrontendApp,7901
2025-10-13,FrontendApp,7407
2025-10-14,FrontendApp,7141
2025-10-15,FrontendApp,6940
2025-10-16,FrontendApp,6703
2025-10-17,FrontendApp,6365
2025-10-18,FrontendApp,6081
2025-10-19,FrontendApp,6173
2025-10-20,FrontendApp,6401
2025-10-21,FrontendApp,6572
2025-10-22,FrontendApp,6771
2025-10-23,FrontendApp,7155
2025-10-24,FrontendApp,7620
2025-10-25,FrontendApp,7651
2025-10-26,FrontendApp,7763
2025-10-27,FrontendApp,7568
2025-10-28,FrontendApp,7468
2025-10-29,FrontendApp,7063
2025-10-30,FrontendApp,6612
2025-10-31,FrontendApp,6394
2025-11-01,FrontendApp,6265
2025-11-02,FrontendApp,6028
2025-11-03,FrontendApp,6143
2025-11-04,FrontendApp,6450
2025-11-05,FrontendApp,7089
2025-11-06,FrontendApp,7419
2025-11-07,FrontendApp,7710
2025-11-08,FrontendApp,7816
2025-11-09,FrontendApp,7799
2025-11-10,FrontendApp,7579
2025-08-13,PaymentGateway,9795
2025-08-14,PaymentGateway,10210
2025-08-15,PaymentGateway,10420
2025-08-16,PaymentGateway,10562
2025-08-17,PaymentGateway,10759
2025-08-18,PaymentGateway,10656
2025-08-19,PaymentGateway,10384
2025-08-20,PaymentGateway,10107
2025-08-21,PaymentGateway,9575
2025-08-22,PaymentGateway,9286
2025-08-23,PaymentGateway,9229
2025-08-24,PaymentGateway,9286
2025-08-25,PaymentGateway,9252
2025-08-26,PaymentGateway,9433
2025-08-27,PaymentGateway,9836
2025-08-28,PaymentGateway,10446
2025-08-29,PaymentGateway,10682
2025-08-30,PaymentGateway,10585
2025-08-31,PaymentGateway,10531
2025-09-01,PaymentGateway,10431
2025-09-02,PaymentGateway,10341
2025-09-03,PaymentGateway,10032
2025-09-04,PaymentGateway,9449
2025-09-05,PaymentGateway,9100
2025-09-06,PaymentGateway,9302
2025-09-07,PaymentGateway,8973
2025-09-08,PaymentGateway,9125
2025-09-09,PaymentGateway,9699
2025-09-10,PaymentGateway,9864
2025-09-11,PaymentGateway,10116
2025-09-12,PaymentGateway,10579
2025-09-13,PaymentGateway,10538
2025-09-14,PaymentGateway,10748
2025-09-15,PaymentGateway,10405
2025-09-16,PaymentGateway,10077
2025-09-17,PaymentGateway,9841
2025-09-18,PaymentGateway,9372
2025-09-19,PaymentGateway,9449
2025-09-20,PaymentGateway,8981
2025-09-21,PaymentGateway,9243
2025-09-22,PaymentGateway,9271
2025-09-23,PaymentGateway,9567
2025-09-24,PaymentGateway,9957
2025-09-25,PaymentGateway,10169
2025-09-26,PaymentGateway,10509
2025-09-27,PaymentGateway,10885
2025-09-28,PaymentGateway,10613
2025-09-29,PaymentGateway,10583
2025-09-30,PaymentGateway,10450
2025-10-01,PaymentGateway,9923
2025-10-02,PaymentGateway,9673
2025-10-03,PaymentGateway,9436
2025-10-04,PaymentGateway,8955
2025-10-05,PaymentGateway,9161
2025-10-06,PaymentGateway,9210
2025-10-07,PaymentGateway,9639
2025-10-08,PaymentGateway,10053
2025-10-09,PaymentGateway,10287
2025-10-10,PaymentGateway,10354
2025-10-11,PaymentGateway,10880
2025-10-12,PaymentGateway,10767
2025-10-13,PaymentGateway,10518
2025-10-14,PaymentGateway,10435
2025-10-15,PaymentGateway,9856
2025-10-16,PaymentGateway,9766
2025-10-17,PaymentGateway,9303
2025-10-18,PaymentGateway,9139
2025-10-19,PaymentGateway,9056
2025-10-20,PaymentGateway,9319
2025-10-21,PaymentGateway,9413
2025-10-22,PaymentGateway,9931
2025-10-23,PaymentGateway,10237
2025-10-24,PaymentGateway,10590
2025-10-25,PaymentGateway,10671
2025-10-26,PaymentGateway,10633
2025-10-27,PaymentGateway,10539
2025-10-28,PaymentGateway,10256
2025-10-29,PaymentGateway,9825
2025-10-30,PaymentGateway,9549
2025-10-31,PaymentGateway,9328
2025-11-01,PaymentGateway,9281
2025-11-02,PaymentGateway,9277
2025-11-03,PaymentGateway,9403
2025-11-04,PaymentGateway,9591
2025-11-05,PaymentGateway,9840
2025-11-06,PaymentGateway,10419
2025-11-07,PaymentGateway,10728
2025-11-08,PaymentGateway,10684
2025-11-09,PaymentGateway,10888
2025-11-10,PaymentGateway,10426
