Date,AppName,Cost
2025-10-02,PaymentGateway,1790
2025-10-03,PaymentGateway,5713
2025-10-04,PaymentGateway,5617
2025-10-05,PaymentGateway,5859
2025-10-06,PaymentGateway,5982
2025-10-07,PaymentGateway,5591
2025-10-08,PaymentGateway,5701
2025-10-09,PaymentGateway,10056
2025-10-10,PaymentGateway,5630
2025-10-11,PaymentGateway,5749
2025-10-12,PaymentGateway,5747
2025-10-13,PaymentGateway,6026
2025-10-14,PaymentGateway,10114
2025-10-15,PaymentGateway,6012
2025-10-16,PaymentGateway,5665
2025-10-17,PaymentGateway,6087
2025-10-18,PaymentGateway,5621
2025-10-19,PaymentGateway,5814
2025-10-20,PaymentGateway,6107
2025-10-21,PaymentGateway,11003
2025-10-22,PaymentGateway,10738
2025-10-23,PaymentGateway,5974
2025-10-24,PaymentGateway,5797
2025-10-25,PaymentGateway,5996
2025-10-26,PaymentGateway,5806
2025-10-27,PaymentGateway,5775
2025-10-28,PaymentGateway,5739
2025-10-29,PaymentGateway,5598
2025-10-30,PaymentGateway,5912
2025-10-31,PaymentGateway,5569
2025-11-01,PaymentGateway,5562
2025-11-02,PaymentGateway,6116
2025-11-03,PaymentGateway,10215
2025-11-04,PaymentGateway,5671
2025-11-05,PaymentGateway,5626
2025-11-06,PaymentGateway,5705
2025-11-07,PaymentGateway,5883
2025-11-08,PaymentGateway,5781
2025-11-09,PaymentGateway,10974
2025-11-10,PaymentGateway,5763
